,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
018539.jpg,98.70989,111.96484,167.35165,100.71209,139.78242,161.47693,119.52748,190.17143,174.1033,185.67033
018556.jpg,89.74712,95.63219,166.25287,101.51724,123.586205,142.71265,85.333336,176.55173,158.89655,178.023
018560.jpg,97.4728,101.75732,162.8117,94.259415,133.8912,134.96234,111.397484,185.30544,161.74059,179.94978
018562.jpg,74.73292,103.35404,136.74535,90.633545,98.583855,136.74535,92.2236,181.26709,146.28572,174.90683
018655.jpg,80.73029,95.60166,143.4025,86.0415,105.161835,118.97096,93.47718,180.58092,149.77594,173.14523
018667.jpg,144.41026,96.82051,192.0,108.30769,190.35898,139.48718,149.33333,177.23077,187.07692,183.79488
018681.jpg,89.945946,107.935135,154.9838,110.702705,119.00541,153.6,84.41081,174.35677,161.90271,179.89189
018734.jpg,103.35034,111.665886,174.62645,105.13225,153.24362,161.55916,113.44779,190.0696,164.52899,186.5058
018758.jpg,99.22481,97.24031,174.63565,93.27132,144.86821,142.88373,115.10078,178.60464,170.66667,176.62015
018773.jpg,93.377045,108.06557,164.7213,107.01639,131.14754,147.93442,97.57377,181.5082,161.57376,181.5082
018819.jpg,91.50201,107.951805,163.46988,104.86746,125.42972,152.16064,98.69879,187.11646,155.24498,185.06024
018830.jpg,84.661415,96.755905,157.22835,98.09974,118.25722,148.49344,87.34908,174.02625,161.25984,172.68242
018850.jpg,92.621056,106.44211,166.05264,100.37895,125.631584,139.45264,100.70527,181.22105,164.70528,177.17896
018899.jpg,98.02755,106.49036,162.20386,105.785126,131.17355,148.09918,93.79614,174.89807,169.96144,174.89807
018920.jpg,98.87425,104.239525,170.1557,108.07186,137.19762,142.56288,95.041916,173.22156,166.32336,177.82037
018921.jpg,96.969696,101.49495,163.55556,102.78788,129.29292,144.16162,89.85859,168.08081,165.49495,170.66667
018952.jpg,95.45763,105.22034,162.71187,103.05085,133.42374,150.77966,93.28814,178.98305,162.71187,178.98305
018965.jpg,66.70422,108.169014,142.42253,86.53521,108.169014,151.43661,109.97183,189.29578,160.4507,174.87323
018969.jpg,97.882355,98.882355,168.15688,101.39216,133.0196,151.58824,95.37255,174.17648,173.17648,174.17648
018986.jpg,79.27273,109.818184,146.18182,96.72727,109.818184,141.81819,95.27273,174.54546,152.0,166.54546
018987.jpg,92.64762,109.71429,167.00954,107.27619,134.09525,154.81905,99.96191,186.5143,164.57144,182.85715
018988.jpg,132.98701,94.75325,196.15584,98.07792,184.51949,157.92207,113.03896,174.54546,174.54546,187.84416
019025.jpg,97.64948,108.206184,163.62886,97.64948,147.79381,150.43298,105.56701,176.82474,182.10309,166.26804
019043.jpg,88.27586,97.10345,167.72414,110.344826,128.0,145.65517,88.27586,180.96552,145.65517,189.7931
019083.jpg,87.84314,97.882355,158.11765,115.45098,105.411766,155.60785,75.29412,178.19609,143.05882,195.76471
019089.jpg,76.24043,99.3224,142.68852,93.726776,97.92349,131.49727,79.7377,176.26228,142.68852,170.66666
019100.jpg,80.503105,100.17391,163.18634,103.35404,113.89441,146.28572,88.453415,176.4969,158.41615,178.08696
019104.jpg,91.21839,103.9885,164.78162,103.9885,132.41379,139.29884,100.045975,183.43678,164.78162,186.3793
019150.jpg,106.41087,88.9426,170.60423,93.583084,146.6284,136.89426,103.31722,178.65862,161.32326,180.20544
019152.jpg,91.04602,97.4728,169.2385,96.40167,129.60669,145.67363,98.54393,179.94978,166.0251,178.87866
019154.jpg,87.54406,94.16092,162.08812,96.122604,126.77778,122.60536,92.44827,174.59003,153.26053,174.59003
019174.jpg,103.111115,100.55556,174.22223,104.111115,158.22223,139.66667,113.77778,187.66667,167.11111,180.55556
019230.jpg,100.413795,107.034485,173.24138,103.72414,143.44827,140.13792,113.655174,188.68965,173.24138,188.68965
019249.jpg,104.33614,103.26051,173.17648,89.27731,150.58824,130.15126,118.319336,177.479,178.55463,165.64706
019291.jpg,136.02953,101.07749,188.92989,124.693726,183.262,147.36531,119.97048,174.76015,177.5941,192.7085
019314.jpg,86.44156,114.14719,168.45021,105.28139,130.77057,149.61038,107.49783,187.29004,155.15152,182.85715
019345.jpg,108.30769,96.0,179.69232,113.230774,146.46155,144.0,92.30769,160.0,169.84616,174.76924
019358.jpg,139.8907,88.13114,169.26776,148.28415,120.30601,146.88524,74.142075,127.300545,97.92349,170.66666
019367.jpg,100.77828,97.30317,169.12218,100.77828,133.21268,132.0543,94.98643,170.28055,157.53847,177.23077
019375.jpg,100.464966,105.98726,167.31848,101.09554,142.85988,148.38217,97.20383,176.10191,170.57962,166.31848
019390.jpg,86.06896,112.55173,158.89655,97.10345,128.0,147.86208,103.72414,183.17241,172.13792,169.93103
019391.jpg,88.11869,101.79228,168.64095,105.59051,122.30267,129.13947,89.637985,180.03561,156.48665,186.11276
019462.jpg,81.860466,106.666664,162.23256,96.74419,126.51163,146.8527,97.736435,181.58139,170.66667,171.1628
019473.jpg,81.192764,101.78313,164.46988,101.78313,124.37349,154.21686,96.614456,194.31325,158.3012,188.14458
019480.jpg,92.118645,99.79661,161.54237,106.305084,124.66102,145.35593,92.118645,175.72882,152.86441,180.0678
019496.jpg,76.93989,111.91257,155.97813,110.51366,109.8142,160.87431,90.22951,185.35518,153.87978,183.95628
019553.jpg,82.29787,116.42553,144.25531,104.85106,106.127655,165.44681,99.319145,193.3617,161.2766,180.42552
019574.jpg,110.39405,103.73234,177.01115,95.16728,158.92937,132.28253,129.4275,183.67287,184.62453,175.1078
019633.jpg,87.24664,104.46637,164.16144,102.17041,122.83408,149.23767,94.13454,179.0852,165.30942,176.78925
019663.jpg,91.94366,100.95775,171.26761,99.15493,132.50703,142.42253,92.84507,173.97183,175.77464,169.46478
019684.jpg,83.46472,115.23114,156.34064,107.75669,117.722626,163.19221,94.05353,180.6326,164.43796,175.02676
019688.jpg,80.481606,109.59197,153.25752,89.899666,124.147156,147.2642,102.74248,189.21739,175.51839,170.38127
019697.jpg,114.84112,99.28972,184.22429,107.66355,160.29906,139.96262,111.252335,179.43924,171.06541,185.42055
019711.jpg,96.0,96.0,172.97298,110.702705,128.86487,149.62163,85.62162,177.2973,154.81082,187.67567
019782.jpg,88.314415,111.7904,163.21397,91.66812,139.73799,147.56332,111.7904,191.16158,182.21834,168.8035
019790.jpg,111.65957,95.319145,187.91489,92.59574,160.68085,141.61702,119.82978,185.19148,182.46808,185.19148
019810.jpg,71.78836,97.5238,138.15872,92.10582,86.68783,136.80423,71.78836,182.85713,132.74074,178.79364
019811.jpg,66.58678,105.78512,115.24793,101.55371,58.123966,129.05785,53.89256,171.37189,100.43801,173.4876
019814.jpg,69.543304,109.85827,143.1181,94.74016,112.88189,162.26772,98.77165,192.50394,155.2126,184.44095
019823.jpg,82.82353,106.91765,159.62354,99.38824,120.47059,150.58824,90.35294,174.68236,164.14117,171.6706
019828.jpg,100.99082,93.94495,171.44954,112.73394,126.82568,157.35779,82.20183,166.75229,152.66054,185.54128
019846.jpg,83.90636,108.73579,155.82608,109.59197,113.87291,155.82608,83.90636,172.94983,157.53847,173.80602
019867.jpg,93.21739,105.739136,160.0,108.52174,125.21739,150.26088,94.608696,186.43478,153.04349,186.43478
019932.jpg,84.55556,103.111115,168.11111,108.44444,120.111115,140.44444,81.0,174.22223,159.22223,179.55556
019952.jpg,73.238846,101.69292,141.10236,87.58268,102.80315,143.3517,102.80315,175.60367,154.54068,163.50919
019968.jpg,88.79279,106.090096,161.44145,107.24325,121.081085,149.90991,91.0991,178.73874,157.98198,177.58559
019978.jpg,113.02127,99.40425,189.2766,111.65957,159.31914,149.78723,108.936165,185.19148,166.12766,196.0851
020002.jpg,110.789925,109.714294,178.55463,108.638664,152.7395,162.42018,118.319336,191.46219,172.10085,185.0084
020013.jpg,89.44578,111.03614,161.9277,112.57831,124.91566,155.75903,84.819275,174.26506,169.63855,175.80722
020016.jpg,88.61539,96.0,164.92308,105.84616,118.153854,162.46155,86.15385,179.69232,147.6923,187.07693
020042.jpg,112.23645,99.62561,179.07388,119.802956,146.2857,151.33005,90.79803,165.20197,162.6798,184.11823
020048.jpg,86.81257,111.77465,162.25352,100.68039,123.97833,151.71397,108.169014,189.98917,163.6403,181.39111
020138.jpg,72.71006,115.88166,130.27219,103.00592,93.91716,160.56805,97.70414,182.53255,142.39053,177.23077
020139.jpg,98.073235,103.121124,164.4169,100.95774,133.40845,154.32112,101.67887,182.44507,165.85915,177.39717
020155.jpg,75.29412,118.46275,154.60393,97.3804,118.46275,160.62746,97.3804,185.7255,172.67451,167.6549
020167.jpg,86.39009,108.978325,152.17337,103.03405,112.54489,159.3065,93.9195,183.47987,156.92879,177.5356
020205.jpg,97.251396,100.11173,168.75977,111.55307,125.854744,145.87709,91.53072,181.63129,151.59776,188.78212
020212.jpg,98.46154,105.84616,172.3077,114.46154,134.15385,160.0,93.53847,176.0,157.53847,188.3077
020250.jpg,85.333336,112.13178,154.7907,96.25581,117.08527,153.8062,103.1938,183.57364,164.71318,169.68217
020296.jpg,88.81632,107.102036,159.34694,104.48979,116.244896,160.65306,95.34694,184.16327,159.34694,181.55101
020326.jpg,87.84314,116.70589,161.88235,99.13726,139.29413,133.0196,115.45098,189.4902,174.43138,176.94118
020336.jpg,75.88933,108.268776,144.69566,108.268776,104.22135,160.88538,88.031624,181.12254,148.74309,181.12254
020424.jpg,58.482758,99.31034,134.62068,105.93103,83.86207,150.06897,77.24138,183.17241,130.2069,184.27586
020456.jpg,88.32,102.399994,154.87999,102.399994,116.479996,138.23999,92.159996,175.36,151.04,176.64
020459.jpg,87.84314,106.66667,165.64706,109.176476,125.490204,164.39217,94.11765,183.2157,159.37256,183.2157
020460.jpg,83.781815,101.23636,169.8909,101.23636,125.67272,155.92726,89.6,173.3818,165.23636,174.54546
020462.jpg,92.21506,108.731186,163.78494,100.47312,129.37634,144.51613,97.72043,172.04301,167.91397,169.29033
020481.jpg,74.43971,101.67375,150.69504,88.96454,101.67375,148.87943,87.14893,181.56027,161.58865,170.66666
020499.jpg,96.41558,103.729866,166.8987,116.36363,123.67792,156.92467,81.78701,167.56363,156.25974,184.18701
020544.jpg,80.082054,105.02564,153.6,93.21026,116.84103,137.84616,95.8359,182.48206,168.04103,173.29231
020548.jpg,85.333336,112.64,149.04889,96.71111,119.46667,159.2889,95.57333,177.49333,172.94223,158.15111
020553.jpg,81.85034,115.809525,157.60544,105.36054,116.68027,154.9932,97.5238,188.95238,161.95918,179.37415
020555.jpg,85.04698,106.52349,148.61745,102.22819,110.818794,161.50336,90.20134,179.54362,149.47652,174.38927
020561.jpg,101.08718,107.65128,171.97949,112.902565,140.4718,141.78462,95.8359,174.60513,169.35385,177.23077
020584.jpg,76.3979,108.565445,159.49739,111.24607,109.90576,162.17801,80.418846,183.62303,154.13612,187.64398
020692.jpg,78.68398,104.17316,149.61038,100.84849,106.38961,150.71861,87.54978,180.64069,151.82684,176.2078
020724.jpg,99.200005,105.600006,173.86667,113.06667,141.86667,151.46667,99.200005,180.26668,161.06668,183.46667
020735.jpg,96.65306,109.71429,164.57143,99.265305,135.83673,143.67346,104.48979,182.85713,167.18367,177.63264
020755.jpg,83.54812,118.89539,154.24268,119.96652,110.326355,161.74059,88.90376,185.30544,153.17154,184.2343
020804.jpg,78.25906,108.76684,144.5803,103.461136,104.78756,148.55959,92.84974,189.67876,141.92746,183.04663
020810.jpg,74.88435,105.5238,154.9932,93.33333,116.68027,143.83673,94.04082,187.37415,154.9932,178.66666
020821.jpg,104.8381,98.74286,174.32382,86.55238,159.69525,135.31429,128.0,181.6381,182.85715,167.00954
020848.jpg,84.861885,102.54144,168.3094,106.78454,121.63536,139.31493,89.10497,178.91713,156.2873,183.86742
020874.jpg,118.77193,103.29825,181.64912,103.29825,172.66667,139.22807,123.26316,179.64912,181.64912,179.64912
020899.jpg,72.82758,114.75862,136.82759,100.413795,88.27586,148.96552,93.793106,194.2069,145.65517,184.27586
020920.jpg,102.4,103.82223,173.51111,113.77778,142.22223,152.17778,109.511116,184.8889,155.02223,190.57779
020925.jpg,81.36434,108.15504,158.75969,105.17829,117.08527,159.75194,91.28682,181.58139,158.75969,176.62015
020988.jpg,124.251045,92.11715,196.01674,107.11297,185.30544,125.322174,138.17574,181.02092,192.80334,192.80334
021019.jpg,84.62222,109.511116,152.88889,119.46667,101.68889,159.2889,85.333336,188.44444,133.68889,194.13333
021030.jpg,95.16231,109.90576,170.2199,101.86388,135.37173,148.77487,109.90576,186.30367,170.2199,178.26178
021035.jpg,80.76191,115.809525,149.33334,99.04762,121.90476,150.85715,97.52381,182.85715,173.7143,163.04762
021039.jpg,112.16961,90.459366,180.91873,114.88339,153.78091,139.30742,104.02827,178.20494,156.4947,194.48764
021096.jpg,96.52458,92.327866,167.86884,109.114746,125.901634,138.49179,83.93442,163.67212,159.4754,176.26228
021129.jpg,86.570045,100.17391,159.53622,98.937195,117.48792,133.56522,89.04348,185.50725,152.11594,184.27052
021148.jpg,87.47739,97.768845,165.94975,101.62814,122.21105,147.9397,90.05025,180.1005,160.80402,182.67337
021175.jpg,80.57446,103.48936,149.34042,111.65957,99.6383,141.61702,71.04255,173.61702,130.27658,184.51064
021189.jpg,78.76923,91.42857,147.6923,95.64835,98.46154,135.03297,75.95605,170.1978,142.06593,171.6044
021246.jpg,72.53333,92.08889,151.46667,86.04445,98.48889,145.42223,80.71111,184.8889,141.86667,184.8889
021258.jpg,94.23312,113.60327,159.67279,123.02658,118.83844,170.66666,82.19223,181.66052,141.87321,194.74846
021316.jpg,92.64762,99.96191,173.10477,104.8381,134.09525,146.28572,90.209526,175.54286,163.35239,185.29524
021336.jpg,99.96191,104.8381,177.98096,117.02858,134.09525,160.91429,92.64762,177.98096,158.4762,192.60953
021357.jpg,96.0,101.565216,166.95653,112.695656,126.608696,140.52174,96.0,179.47827,146.08696,186.43478
021391.jpg,62.769234,112.00001,144.0,112.00001,88.61539,140.3077,82.46154,179.69232,129.23077,180.92308
021394.jpg,88.97049,104.07869,155.27869,112.47213,109.9541,156.11803,81.4164,170.38689,156.95738,177.94098
021425.jpg,119.794876,106.66667,182.15385,102.5641,170.66667,149.33333,117.333336,177.23077,178.05128,176.41026
021432.jpg,94.117645,108.42353,162.6353,111.435295,130.25882,146.07059,95.62353,184.4706,158.87059,185.97647
021515.jpg,67.796684,111.53528,115.59752,100.912865,59.29876,131.71785,74.17013,180.58092,101.78838,175.26971
021520.jpg,113.260605,107.05454,179.97575,116.36363,156.70302,156.70302,116.36363,186.18181,164.4606,189.28484
021532.jpg,96.00001,85.333336,170.66667,100.26667,130.13335,136.53334,89.600006,172.8,147.20001,181.33334
021559.jpg,82.32157,107.41962,154.60393,104.40785,115.45099,151.59216,95.37255,191.74902,148.5804,188.73726
021675.jpg,84.8,110.4,160.0,105.6,126.4,155.2,97.6,187.2,161.6,176.0
021691.jpg,104.253395,110.04525,178.38914,118.153854,139.00453,169.12218,88.0362,176.0724,170.28055,187.65611
021751.jpg,100.17391,104.62608,171.40869,100.17391,146.92174,149.14781,97.94782,173.63478,178.08694,166.95651
021816.jpg,71.441864,104.18604,130.97675,98.23256,86.325584,136.93024,80.37209,193.48837,122.04651,196.46512
021843.jpg,104.92704,106.5751,178.54077,108.77253,147.22746,160.96138,104.92704,176.34335,161.51073,181.83691
021960.jpg,90.07407,109.71428,167.95767,109.71428,123.9365,154.41269,100.2328,188.95238,149.67195,190.30687
022047.jpg,93.622856,103.862854,165.30286,100.93714,136.04572,144.82286,95.08572,178.46857,169.69142,174.08
022054.jpg,97.4251,106.75304,166.8664,94.31579,140.95547,143.02835,103.64373,182.41296,178.26721,164.79353
022123.jpg,92.263954,106.55837,167.63452,110.45685,129.94923,150.74112,94.862946,184.52791,155.93909,188.42639
022134.jpg,90.0,108.0,166.0,102.0,123.0,156.0,96.0,187.0,158.0,190.0
022169.jpg,78.451614,109.41935,148.64516,97.03226,105.29032,144.51613,86.70967,196.12903,152.77419,181.67741
022186.jpg,80.13247,116.36363,153.27531,94.42078,119.36363,144.95584,106.06493,189.50648,167.9039,168.89351
022188.jpg,95.61946,110.84109,170.20541,109.734055,135.88757,152.21622,101.56973,179.47676,165.50055,177.12433
022192.jpg,75.21649,104.24742,143.83505,106.8866,91.051544,158.35051,80.49484,187.38144,135.91753,187.38144
022228.jpg,83.32886,107.38255,154.63087,103.08725,114.255035,153.77182,88.48322,176.96645,154.63087,172.67114
022265.jpg,78.85715,112.00001,148.57144,101.71429,98.28572,160.0,88.00001,185.14287,153.14287,182.85715
022282.jpg,101.02682,96.122604,165.76245,132.41379,113.77778,153.01149,71.60153,163.80077,126.52873,192.24521
022332.jpg,91.70149,108.258705,170.66666,115.9005,126.08955,160.47762,96.79602,187.22388,151.56218,192.3184
022351.jpg,71.62069,111.227585,135.1793,91.8069,94.57241,165.95862,99.868965,192.44138,161.66206,169.48965
022371.jpg,89.354935,107.45213,159.10457,110.46834,118.385864,159.85861,85.20766,171.54639,156.4654,177.20177
022381.jpg,97.18519,107.85185,165.92593,109.03704,136.2963,149.33333,103.111115,184.88889,164.74074,186.07408
022451.jpg,108.97992,105.89558,179.91968,97.67068,156.27309,153.18875,117.20482,189.17268,175.80722,180.94778
022548.jpg,75.09334,87.04,129.70667,107.520004,66.560005,121.17334,63.146667,170.66667,98.98667,187.73334
022549.jpg,105.41177,107.563034,175.32774,111.865555,149.51262,157.04202,108.638664,187.15967,161.34454,189.31093
022554.jpg,92.83517,101.27473,167.38461,97.05495,133.62637,130.81319,97.05495,171.6044,171.6044,171.6044
022588.jpg,92.8,91.73334,176.00002,99.200005,132.26668,140.8,97.06667,182.40001,162.13335,185.6
022622.jpg,103.41722,113.5894,176.31789,100.02649,159.36424,157.66887,108.50331,183.09933,186.49007,169.53642
022634.jpg,95.88364,104.26182,165.70181,105.192726,131.25818,148.01454,97.74545,181.52727,159.18546,182.45818
022651.jpg,77.63934,119.60655,146.88524,93.377045,102.819664,143.7377,98.62295,188.85245,156.32787,171.01639
022670.jpg,70.38066,114.465256,123.74622,104.41087,78.888214,159.32326,93.583084,194.9003,133.02719,192.58006
022717.jpg,120.324844,106.80255,186.36307,114.955414,162.71974,150.01274,108.91083,171.21019,180.65605,177.73248
022718.jpg,89.39683,101.58731,162.53969,103.61906,123.936516,154.4127,99.555565,178.79366,156.44446,174.73016
022719.jpg,94.545456,100.36364,162.90909,101.818184,122.18182,144.0,87.27273,168.72728,168.72728,171.63637
022738.jpg,84.528305,106.26415,166.64151,103.84906,125.58491,154.56604,99.01887,188.37737,161.81133,181.13208
022760.jpg,91.89744,106.02565,166.2906,97.273506,135.65813,141.0342,107.213684,184.79488,166.2906,176.04274
022804.jpg,97.14286,112.00001,164.57144,120.00001,121.14286,160.0,90.28572,192.00002,145.14287,197.7143
022805.jpg,72.38462,110.76923,148.6923,88.61539,109.30769,145.23077,94.53847,184.61539,165.92308,167.38463
022806.jpg,92.5193,105.09474,167.07368,105.09474,128.44913,138.32983,97.01053,185.93684,160.78596,185.93684
022825.jpg,90.89855,102.028984,166.95653,92.753624,139.13043,128.0,107.59421,178.08696,170.66667,172.52174
022827.jpg,77.24138,106.93103,156.68965,106.93103,116.965515,168.72414,86.06896,188.58621,156.68965,181.96552
022855.jpg,105.72727,106.38961,177.2078,118.02597,147.28572,132.98701,105.72727,179.53247,167.23376,189.5065
022857.jpg,119.23288,94.68493,182.35617,105.205475,154.30136,143.78082,108.712326,171.83562,161.31506,182.35617
022867.jpg,88.864365,108.28506,151.24597,94.16092,124.763214,153.6,105.93103,181.84828,166.54712,170.66667
022894.jpg,74.35294,115.76471,150.58824,105.411766,104.47059,155.29411,97.882355,191.05882,150.58824,185.41176
022920.jpg,97.64103,109.128204,165.74359,105.84615,137.02565,161.64102,100.10256,185.4359,169.02565,181.33333
022952.jpg,86.04445,107.37778,162.13333,103.82223,125.86667,152.88889,96.0,187.73334,160.71112,184.17778
022990.jpg,88.926315,116.771935,154.49825,107.789474,123.059654,157.193,91.621056,176.95439,170.66667,167.97194
023070.jpg,104.36923,91.58462,173.29231,117.184616,124.06154,136.87692,74.83077,152.63077,149.66154,184.13846
023107.jpg,66.206894,116.22988,120.64368,107.4023,75.034485,163.31035,76.505745,188.32184,133.88506,183.90805
023129.jpg,70.4,118.4,134.40001,86.4,96.0,147.2,112.0,195.2,160.0,172.8
023204.jpg,99.03362,107.75591,169.48941,109.34994,135.05853,157.48941,101.58405,193.51431,163.75093,189.36986
023211.jpg,82.97931,99.751724,165.07587,94.45517,131.53104,143.88965,101.51724,191.55862,164.1931,186.26207
023219.jpg,121.47059,95.37255,188.3987,102.06536,178.35948,133.85622,134.85622,180.70589,181.70589,184.05229
023224.jpg,97.35211,106.96714,173.07042,105.76526,143.02348,155.04225,96.15024,177.87793,181.48357,173.07042
023229.jpg,97.10345,105.93103,175.08046,100.045975,150.06897,153.01149,102.9885,179.49425,176.55173,173.60919
023258.jpg,92.1958,104.72727,166.4895,104.72727,130.68532,146.7972,96.671326,179.91608,166.4895,174.54546
023300.jpg,106.30496,102.88416,175.90308,101.06856,148.06383,135.56502,114.77778,185.19148,172.87708,183.9811
023306.jpg,76.510796,101.29497,137.28777,93.92806,100.45324,141.81296,87.56115,171.28058,155.70503,163.91367
023329.jpg,90.43117,97.74545,166.8987,108.384415,119.02338,152.27013,87.10649,186.18181,152.93506,191.5013
023330.jpg,102.4,100.0186,178.60464,91.68372,164.31628,136.93024,121.451164,182.17674,188.13023,173.84186
023367.jpg,81.860466,113.11628,148.8372,95.25581,117.5814,151.81395,110.139534,186.04651,156.27907,177.11627
023385.jpg,95.19134,80.404335,177.44405,103.509026,119.220215,125.68953,77.63177,161.73285,147.87004,177.44405
023395.jpg,87.453415,104.9441,158.21118,102.559006,120.04969,152.64597,83.478264,170.93169,165.36646,168.54659
023398.jpg,84.65339,93.83267,157.06773,113.21116,98.932274,137.68924,65.2749,171.34662,121.37052,191.74503
023427.jpg,87.333336,111.30435,157.8261,111.30435,113.30435,152.11595,87.333336,178.08696,161.53624,170.66667
023453.jpg,85.747574,109.35922,159.06796,113.08738,113.08738,166.52428,90.718445,182.67961,150.36893,186.40778
023514.jpg,84.38642,110.28721,151.56136,109.2846,114.46475,168.43864,94.41254,191.4987,152.56396,189.49347
023559.jpg,88.61539,107.07693,161.23077,107.07693,120.61539,157.53847,91.07693,179.69232,157.53847,180.92308
023597.jpg,99.708206,104.26748,176.74164,107.379944,140.94833,155.62311,102.04256,182.85715,163.51369,185.9696
023610.jpg,78.3388,110.51366,149.68306,113.31147,106.31694,160.87431,79.7377,170.66666,155.27869,174.86339
023615.jpg,95.73984,101.983734,166.50406,106.14634,132.1626,148.813,97.82114,176.91057,162.34146,178.99187
023679.jpg,82.92957,104.56338,155.04225,100.95775,115.38028,162.25352,97.35211,176.67606,165.85915,169.46478
023681.jpg,88.658005,106.38961,168.45021,95.30736,136.31169,149.61038,100.84849,181.74892,177.31601,172.88312
023697.jpg,124.1791,105.07462,185.31343,101.25373,173.85074,145.19403,118.44776,173.85074,181.49254,170.02985
023713.jpg,83.91111,109.511116,149.33334,105.244446,108.08889,155.02223,92.44445,177.77779,152.17778,180.62222
023751.jpg,102.58156,110.75177,176.11346,113.475174,146.15602,149.78723,99.858154,177.02127,170.66666,180.65248
023759.jpg,90.28019,112.54106,165.7198,96.46377,139.7488,152.11594,101.41063,181.7971,173.14009,169.42995
023764.jpg,86.91946,112.614624,161.7844,99.92565,128.79306,162.10161,97.07063,176.05948,174.47336,163.37051
023800.jpg,89.945946,106.74903,162.10039,108.72587,124.540535,156.16988,93.89961,179.89189,157.1583,179.89189
023803.jpg,105.11258,107.23179,172.50331,107.23179,150.88742,148.34438,109.35099,183.09933,170.38411,178.86093
023811.jpg,92.42756,108.84561,166.00476,107.629456,132.56058,159.924,99.72447,186.67934,161.74823,186.67934
023886.jpg,118.56843,113.178955,181.89474,109.13685,161.68422,161.68422,115.87369,185.93684,169.76843,180.54738
024006.jpg,86.761505,124.251045,156.38493,103.89958,128.53557,161.74059,115.68201,200.30125,171.38075,181.02092
024061.jpg,89.09251,107.13656,172.54625,93.60352,136.45815,139.8414,107.13656,182.69603,177.05727,172.54625
024077.jpg,82.766914,109.07268,146.92732,112.9223,99.44862,162.96742,89.18296,174.5163,148.21053,178.36592
024100.jpg,73.98165,109.21101,134.263,106.86239,85.333336,155.79205,91.59634,184.36697,141.70032,180.84404
024157.jpg,107.354836,101.849464,174.7957,114.23656,140.3871,155.52689,92.21506,173.41936,158.27957,183.05376
024207.jpg,78.29126,108.11651,157.82524,106.87379,105.631065,165.28156,88.23301,181.43689,156.58252,183.92233
024244.jpg,69.71429,116.571434,138.28572,106.28572,92.571434,156.57144,78.85715,193.14287,146.28572,179.42857
024254.jpg,89.84355,109.3277,162.36786,107.70402,125.023254,161.28542,102.291756,191.59407,152.08456,190.51163
024296.jpg,76.53608,108.206184,155.71133,100.28866,113.484535,142.51546,89.73196,184.74226,153.07216,182.10309
024308.jpg,94.608696,102.95652,171.13043,101.565216,136.34782,153.04349,100.17391,186.43478,166.95653,183.65218
024329.jpg,83.02703,105.16757,161.90271,110.01081,119.00541,155.67567,83.02703,172.28108,161.90271,176.43243
024361.jpg,69.61212,114.81212,130.12122,110.15757,88.2303,159.80606,78.92121,179.97575,136.32727,175.32121
024407.jpg,90.086075,99.15949,170.45064,101.1038,127.02785,160.08101,100.455696,188.59747,161.37721,189.89368
024461.jpg,145.26985,87.36508,183.87303,88.38096,194.03175,131.04762,147.30159,168.63493,170.66667,170.66667
024470.jpg,90.46617,97.2406,173.2331,95.31579,132.81203,137.66165,86.61655,168.45865,171.30827,174.2331
024483.jpg,120.59504,113.19008,184.0661,107.900826,165.02478,154.44627,117.421486,183.00826,174.54544,184.0661
024498.jpg,82.8777,108.66187,159.30936,109.58273,121.55396,163.91367,97.61151,190.61871,150.10072,192.46043
024541.jpg,87.41463,105.06503,158.17886,94.65853,124.878044,152.93495,95.73984,182.07317,168.58536,175.82925
024555.jpg,85.02527,118.29603,149.71841,104.43321,114.59927,156.18773,113.67509,193.15523,160.80867,182.06499
024582.jpg,86.830414,98.80702,158.69006,100.30409,113.77778,151.20468,82.33918,170.66667,161.6842,173.66083
024590.jpg,101.43396,100.22642,175.09435,107.4717,138.86792,154.56604,92.98113,164.22641,167.84906,171.4717
024608.jpg,74.64362,101.736496,140.4406,101.736496,89.01944,141.54643,80.17278,169.74513,145.41684,173.61554
024620.jpg,87.493675,111.79747,162.02531,118.27848,121.51899,162.02531,92.35443,191.18988,144.20253,196.05064
024727.jpg,89.19457,98.46154,154.06335,118.153854,100.77828,156.3801,67.185524,164.4887,141.32127,188.81448
024733.jpg,103.61905,102.09524,173.7143,102.09524,149.33334,140.19048,111.2381,184.38095,170.66667,179.80952
024735.jpg,72.88889,103.111115,152.88889,99.55556,112.0,160.0,88.88889,184.88889,154.66667,186.66667
024743.jpg,101.281555,101.902916,174.60194,106.87379,134.2136,154.09709,93.82524,177.70874,157.82524,185.16505
024750.jpg,90.04651,104.93023,162.97675,104.93023,124.27907,149.58139,90.790695,178.60464,158.51163,182.32558
024782.jpg,107.12057,105.30496,168.85106,103.48936,143.43262,143.43262,114.38297,188.8227,167.03546,187.00708
024785.jpg,75.87811,122.681435,141.82825,99.988914,104.9529,165.22992,107.08033,185.08586,163.1025,177.99446
024791.jpg,96.31683,111.52475,167.28712,106.455444,139.40594,169.82178,102.653465,181.22772,168.55446,177.42574
024814.jpg,86.606964,100.61691,145.19403,100.61691,98.06965,145.19403,89.15423,179.58209,141.37314,184.6766
024821.jpg,96.33793,97.10345,174.02069,102.4,133.41379,134.1793,96.33793,176.55173,165.1931,180.08276
